Name,Author,Teleport Command,Notes,Category,Entry Type
Abuse Kit v4 BETA,EnderEyeGames,/tp @s 16.5 41 40.5 -180 0,,Collections,Kit
Abuse Kit v4,EnderEyeGames,/tp @s 16.5 41 40.5 -180 0,,Collections,Kit
Abuse Kit v4.1,EnderEyeGames,/tp @s 16.5 41 40.5 -180 0,,Collections,Kit
Abuse Kit v5,EnderEyeGames,/tp @s 16.5 41 40.5 -180 0,,Collections,Kit
Abuse Kit v5 Redux,EnderEyeGames,/tp @s 16.5 41 40.5 -180 0,,Collections,Kit
Abuse Kit v6,EnderEyeGames,/tp @s 16.5 41 40.5 -180 0,,Collections,Kit
Micro Abuse Kit v5,EnderEyeGames,/tp @s 16.5 41 40.5 -180 0,,Collections,Item
Advanced Potions Ʊ 0.1,Chargefruit,/tp @s 18.5 41 40.5 -180 0,,Collections,Kit
Advanced Potions Ʊ 1.0,Chargefruit,/tp @s 18.5 41 40.5 -180 0,,Collections,Kit
Advanced Potions Ʊ 1.1,Chargefruit,/tp @s 18.5 41 40.5 -180 0,,Collections,Kit
Anarchist's Kit 1.0,Chargefruit,/tp @s 18.5 41 40.5 -180 0,,Collections,Kit
Anarchist's Kit 1.1,Chargefruit,/tp @s 18.5 41 40.5 -180 0,,Collections,Kit
Anarchist's Kit 2.0,Chargefruit,/tp @s 18.5 41 40.5 -180 0,,Collections,Kit
Anarchist's Kit 3.0,Chargefruit,/tp @s 18.5 41 40.5 -180 0,,Collections,Kit
Anarchist's Kit 4.0,Chargefruit,/tp @s 18.5 41 40.5 -180 0,,Collections,Kit
Operator Utilities + 0.1,Chargefruit,/tp @s 18.5 41 40.5 -180 0,,Collections,Kit
Operator Utilities + 1.0,Chargefruit,/tp @s 18.5 41 40.5 -180 0,,Collections,Kit
Operator Utilities + 1.1,Chargefruit,/tp @s 18.5 41 40.5 -180 0,,Collections,Kit
Practical Items 1.0,Chargefruit,/tp @s 18.5 41 40.5 -180 0,,Collections,Kit
Practical Items 1.1,Chargefruit,/tp @s 18.5 41 40.5 -180 0,,Collections,Kit
Practical Items 2.0,Chargefruit,/tp @s 18.5 41 40.5 -180 0,,Collections,Kit
Practical Items 2.1,Chargefruit,/tp @s 18.5 41 40.5 -180 0,,Collections,Kit
Spawn Eggs + 0.1,Chargefruit,/tp @s 18.5 41 40.5 -180 0,,Collections,Kit
Spawn Eggs + 0.2,Chargefruit,/tp @s 18.5 41 40.5 -180 0,,Collections,Kit
Spawn Eggs + 1.0,Chargefruit,/tp @s 18.5 41 40.5 -180 0,,Collections,Kit
Spawn Eggs + 1.1,Chargefruit,/tp @s 18.5 41 40.5 -180 0,,Collections,Kit
Arikku's Builder Set II,Arikku,/tp @s 20.5 41 41.5 -180 0,,Collections,Kit
Arikku's Builder Box III,Arikku,/tp @s 20.5 41 41.5 -180 0,,Collections,Kit
Arikku's Build Box 4,Arikku,/tp @s 20.5 41 41.5 -180 0,,Collections,Kit
Defiance,Telephone,/tp @s 22.5 41 41.5 -180 0,,Collections,Kit
Defiance II,Telephone,/tp @s 22.5 41 41.5 -180 0,,Collections,Kit
Defiance II Elite,Telephone,/tp @s 22.5 41 41.5 -180 0,,Collections,Kit
Defiance III,Telephone,/tp @s 22.5 41 41.5 -180 0,,Collections,Kit
Defiance III Elite,Telephone,/tp @s 22.5 41 41.5 -180 0,,Collections,Kit
Defiance IV,Telephone,/tp @s 22.5 41 41.5 -180 0,,Collections,Kit
FAR Kit,MarioKartWii,/tp @s 24.5 41 42.5 -180 0,,Collections,Kit
FAR Kit (Legit Edition),MarioKartWii,/tp @s 24.5 41 42.5 -180 0,,Collections,Kit
FAR KIT II,MarioKartWii,/tp @s 24.5 41 42.5 -180 0,,Collections,Kit
FAR KIT III,MarioKartWii,/tp @s 24.5 41 42.5 -180 0,,Collections,Kit
FAR KIT IV,MarioKartWii,/tp @s 24.5 41 42.5 -180 0,,Collections,Kit
FAR KIT V,MarioKartWii,/tp @s 24.5 41 42.5 -180 0,,Collections,Kit
FAR KIT VI,MarioKartWii,/tp @s 24.5 41 42.5 -180 0,,Collections,Kit
Ancient Necrons Armor,Hypixel,/tp @s 25.5 41 43.5 -90 0,,Collections,Kit
Hypixel kit!,Hypixel,/tp @s 25.5 41 43.5 -90 0,,Collections,Kit
Hypixel Skyblock,Hypixel,/tp @s 25.5 41 43.5 -90 0,,Collections,Kit
Hypixel Skyblock Items V1,Hypixel,/tp @s 25.5 41 43.5 -90 0,,Collections,Kit
Hypixel Skyblock Stuff,Hypixel,/tp @s 25.5 41 43.5 -90 0,,Collections,Kit
i71s' Skyblock Weapons,Hypixel,/tp @s 25.5 41 43.5 -90 0,,Collections,Kit
Katsuo Skyblock Kit,Hypixel,/tp @s 25.5 41 43.5 -90 0,,Collections,Kit
Necron's Drops,Hypixel,/tp @s 25.5 41 43.5 -90 0,,Collections,Kit
Potato King,Hypixel,/tp @s 25.5 41 43.5 -90 0,,Collections,Kit
Sculk Artifacts,Hypixel,/tp @s 25.5 41 43.5 -90 0,,Collections,Kit
Skyblock Set/Armor Box,Hypixel,/tp @s 25.5 41 43.5 -90 0,,Collections,Kit
Skyblock Shulker,Hypixel,/tp @s 25.5 41 43.5 -90 0,,Collections,Kit
THEOPSKYBLOCK,Hypixel,/tp @s 25.5 41 43.5 -90 0,,Collections,Kit
Imperium Kits,Misc. Authors,/tp @s 26.5 41 45.5 -90 0,,Collections,Kit
ItemHub Cool Collection 1,Unknown Author,/tp @s 26.5 41 47.5 -90 0,,Collections,Kit
ItemHub Cool Collection 2,Unknown Author,/tp @s 26.5 41 47.5 -90 0,,Collections,Kit
ItemHub Cool Collection 3,Unknown Author,/tp @s 26.5 41 47.5 -90 0,,Collections,Kit
ItemHub Cool Collection 4,Unknown Author,/tp @s 26.5 41 47.5 -90 0,,Collections,Kit
ItemHub Cool Collection 5,Unknown Author,/tp @s 26.5 41 47.5 -90 0,,Collections,Kit
ItemHub Cool Collection 6,Unknown Author,/tp @s 26.5 41 47.5 -90 0,,Collections,Kit
ItemHub Cool Collection 7,Unknown Author,/tp @s 26.5 41 47.5 -90 0,,Collections,Kit
ItemHub Cool Collection 8,Unknown Author,/tp @s 26.5 41 47.5 -90 0,,Collections,Kit
ItemHub Deluxo Set 4,Unknown Author,/tp @s 26.5 41 47.5 -90 0,,Collections,Kit
Ducky Kit v1,nicm55,/tp @s 27.5 41 49.5 -90 0,,Collections,Kit
Ducky Kit v2,nicm55,/tp @s 27.5 41 49.5 -90 0,,Collections,Kit
Ducky Kit v3,nicm55,/tp @s 27.5 41 49.5 -90 0,,Collections,Kit
Ducky Kit v4,nicm55,/tp @s 27.5 41 49.5 -90 0,,Collections,Kit
Omega Ducky Kit v5,nicm55,/tp @s 27.5 41 49.5 -90 0,,Collections,Kit
Omega Ducky Kit V6,nicm55,/tp @s 27.5 41 49.5 -90 0,,Collections,Kit
Omega Ducky Kit V7,nicm55,/tp @s 27.5 41 49.5 -90 0,,Collections,Kit
Omega Ducky Kit V8,nicm55,/tp @s 27.5 41 49.5 -90 0,,Collections,Kit
Omega Ducky Kit V9,nicm55,/tp @s 27.5 41 49.5 -90 0,,Collections,Kit
Omega Ducky Kit V10,nicm55,/tp @s 27.5 41 49.5 -90 0,,Collections,Kit
Omega Ducky Kit V11,nicm55,/tp @s 27.5 41 49.5 -90 0,,Collections,Kit
Omega Ducky Kit v12,nicm55,/tp @s 27.5 41 49.5 -90 0,,Collections,Kit
Catboy Pack,Unknown IGN,/tp @s 27.5 41 51.5 -90 0,,Collections,Kit
Deer Pack,Unknown IGN,/tp @s 27.5 41 51.5 -90 0,,Collections,Kit
Piglet and Pooh Pack,Unknown IGN,/tp @s 27.5 41 51.5 -90 0,,Collections,Kit
Hamster Pack,Unknown IGN,/tp @s 27.5 41 51.5 -90 0,,Collections,Kit
Ducky Pack,Unknown IGN,/tp @s 27.5 41 51.5 -90 0,,Collections,Kit
Shiba Pack,Unknown IGN,/tp @s 27.5 41 51.5 -90 0,,Collections,Kit
Unicorn Pack,Unknown IGN,/tp @s 27.5 41 51.5 -90 0,,Collections,Kit
Plushie Pack,Unknown IGN,/tp @s 27.5 41 51.5 -90 0,,Collections,Kit
Hatsune Miku Pack,Unknown IGN,/tp @s 27.5 41 51.5 -90 0,,Collections,Kit
Food Pack,Unknown IGN,/tp @s 27.5 41 51.5 -90 0,,Collections,Kit
Bunny Pack,Unknown IGN,/tp @s 27.5 41 51.5 -90 0,,Collections,Kit
Mushroom Pack,Unknown IGN,/tp @s 27.5 41 51.5 -90 0,,Collections,Kit
Square Pack,Unknown IGN,/tp @s 27.5 41 51.5 -90 0,,Collections,Kit
Pusheen Pack,Unknown IGN,/tp @s 27.5 41 51.5 -90 0,,Collections,Kit
Candy Font Pack,Unknown IGN,/tp @s 27.5 41 51.5 -90 0,,Collections,Kit
Kitty Pack,Unknown IGN,/tp @s 27.5 41 51.5 -90 0,,Collections,Kit
Panther's Heads,Unknown IGN,/tp @s 27.5 41 51.5 -90 0,,Collections,Kit
Panther's Heads (Vol. 2),Unknown IGN,/tp @s 27.5 41 51.5 -90 0,,Collections,Kit
RyanUwU (1),RyanUwU,/tp @s 17.5 41 44.5 -180 0,,Collections,Kit
RyanUwU (2),RyanUwU,/tp @s 17.5 41 44.5 -180 0,,Collections,Kit
Bee Box 1.15 ~ RyanUwU (3),RyanUwU,/tp @s 17.5 41 44.5 -180 0,,Collections,Kit
RyanUwU (4),RyanUwU,/tp @s 17.5 41 44.5 -180 0,,Collections,Kit
Nether Box 1.16 ~ RyanUwU (5),RyanUwU,/tp @s 17.5 41 44.5 -180 0,,Collections,Kit
RyanUwU (6),RyanUwU,/tp @s 17.5 41 44.5 -180 0,,Collections,Kit
SUDO Kit,OperatorTheDope,/tp @s 19.5 41 44.5 -180 0,,Collections,Kit
SUDO Kit V2,OperatorTheDope,/tp @s 19.5 41 44.5 -180 0,,Collections,Kit
SudoKitv3,OperatorTheDope,/tp @s 19.5 41 44.5 -180 0,,Collections,Kit
SudoKitv4,OperatorTheDope,/tp @s 19.5 41 44.5 -180 0,,Collections,Kit
z32k's Backdoor Collection v1,z32k,/tp @s 22.5 41 46.5 -90 0,,Collections,Kit
z32k's Grief Collection v1.1,z32k,/tp @s 22.5 41 46.5 -90 0,,Collections,Kit
z32k's Grief Collection v2,z32k,/tp @s 22.5 41 46.5 -90 0,,Collections,Kit
z32k's Grief Collection v3,z32k,/tp @s 22.5 41 46.5 -90 0,,Collections,Kit
Aspect of the End,Hypixel,/tp @s 23.5 41 48.5 -90 0,,Collections,Item
Ancient Aetherblade,Hypixel,/tp @s 23.5 41 48.5 -90 0,,Collections,Item
Bred Slayer,Hypixel,/tp @s 23.5 41 48.5 -90 0,,Collections,Item
Fair Zombie Soldier Cutlass,Hypixel,/tp @s 23.5 41 48.5 -90 0,,Collections,Item
Heroic Hyperion,Hypixel,/tp @s 23.5 41 48.5 -90 0,,Collections,Item
Legendary Aspect of the Dragons,Hypixel,/tp @s 23.5 41 48.5 -90 0,,Collections,Item
Spicy Midas' Sword,Hypixel,/tp @s 23.5 41 48.5 -90 0,,Collections,Item
Suspicious Hyperion,Hypixel,/tp @s 23.5 41 48.5 -90 0,,Collections,Item
Withered Hyperion,Hypixel,/tp @s 23.5 41 48.5 -90 0,,Collections,Item
Withered Thunderbolt,Hypixel,/tp @s 23.5 41 48.5 -90 0,,Collections,Item
Hasty Terminator,Hypixel,/tp @s 23.5 41 48.5 -90 0,,Collections,Item
Renowned Superior Dragon Helmet,Hypixel,/tp @s 23.5 41 48.5 -90 0,,Collections,Item
Renowned Superior Dragon Chestplate,Hypixel,/tp @s 23.5 41 48.5 -90 0,,Collections,Item
Renowned Superior Dragon Leggings,Hypixel,/tp @s 23.5 41 48.5 -90 0,,Collections,Item
Renowned Superior Dragon Boots,Hypixel,/tp @s 23.5 41 48.5 -90 0,,Collections,Item
Tesla's Modified Box,_txsla,/tp @s 21.5 41 45.5 -180 0,,Collections,Kit
Tesla's Modified Box v3,_txsla,/tp @s 21.5 41 45.5 -180 0,,Collections,Kit
Tesla's Spells v3,_txsla,/tp @s 21.5 41 45.5 -180 0,,Collections,Kit
Tesla's Unobtainables v3,_txsla,/tp @s 21.5 41 45.5 -180 0,,Collections,Kit
Tesla's Griefing Kit v3,_txsla,/tp @s 21.5 41 45.5 -180 0,,Collections,Kit
Tesla's Modified Box v3.1,_txsla,/tp @s 21.5 41 45.5 -180 0,,Collections,Kit
Tesla's Spells v3.1,_txsla,/tp @s 21.5 41 45.5 -180 0,,Collections,Kit
Tesla's Unobtainables v3.1,_txsla,/tp @s 21.5 41 45.5 -180 0,,Collections,Kit
Tesla's Griefing Kit v3.1,_txsla,/tp @s 21.5 41 45.5 -180 0,,Collections,Kit
Tesla's Utility Box v3.1,_txsla,/tp @s 21.5 41 45.5 -180 0,,Collections,Kit
Tesla's Modified Box v3.2,_txsla,/tp @s 21.5 41 45.5 -180 0,,Collections,Kit
Tesla's Utility Box v3.2,_txsla,/tp @s 21.5 41 45.5 -180 0,,Collections,Kit
Tesla's Spells v3.2,_txsla,/tp @s 21.5 41 45.5 -180 0,,Collections,Kit
Tesla's Unobtainables v3.2,_txsla,/tp @s 21.5 41 45.5 -180 0,,Collections,Kit
Tesla's Griefing Kit v3.2,_txsla,/tp @s 21.5 41 45.5 -180 0,,Collections,Kit
Tesla's Spawners v3.2,_txsla,/tp @s 21.5 41 45.5 -180 0,,Collections,Kit
Tesla's Modified Box v3.3,_txsla,/tp @s 21.5 41 45.5 -180 0,,Collections,Kit
Tesla's Utility Box v3.3,_txsla,/tp @s 21.5 41 45.5 -180 0,,Collections,Kit
Tesla's Spells v3.3,_txsla,/tp @s 21.5 41 45.5 -180 0,,Collections,Kit
Tesla's Potions v3.3,_txsla,/tp @s 21.5 41 45.5 -180 0,,Collections,Kit
Tesla's Unobtainables v3.3,_txsla,/tp @s 21.5 41 45.5 -180 0,,Collections,Kit
Tesla's Griefing Kit v3.3,_txsla,/tp @s 21.5 41 45.5 -180 0,,Collections,Kit
Tesla's Spawners v3.3,_txsla,/tp @s 21.5 41 45.5 -180 0,,Collections,Kit
Tesla's Modified Items Guide v3.3,_txsla,/tp @s 21.5 41 45.5 -180 0,,Collections,Book
Tesla's Modified Box v3.3.1,_txsla,/tp @s 21.5 41 45.5 -180 0,,Collections,Kit
Tesla's Utility Box v3.3.1,_txsla,/tp @s 21.5 41 45.5 -180 0,,Collections,Kit
Tesla's Spells v3.3.1,_txsla,/tp @s 21.5 41 45.5 -180 0,,Collections,Kit
Tesla's Potions v3.3.1,_txsla,/tp @s 21.5 41 45.5 -180 0,,Collections,Kit
Tesla's Unobtainables v3.3.1,_txsla,/tp @s 21.5 41 45.5 -180 0,,Collections,Kit
Tesla's Griefing Kit v3.3.1,_txsla,/tp @s 21.5 41 45.5 -180 0,,Collections,Kit
Tesla's Spawners v3.3.1,_txsla,/tp @s 21.5 41 45.5 -180 0,,Collections,Kit
Tesla's Modified Items Guide v3.3.1,_txsla,/tp @s 21.5 41 45.5 -180 0,,Collections,Book
Tesla's Modified Box v3.4,_txsla,/tp @s 21.5 41 45.5 -180 0,,Collections,Kit
Tesla's Utility Box v3.4,_txsla,/tp @s 21.5 41 45.5 -180 0,,Collections,Kit
Tesla's Spells v3.4,_txsla,/tp @s 21.5 41 45.5 -180 0,,Collections,Kit
Tesla's Potions v3.4,_txsla,/tp @s 21.5 41 45.5 -180 0,,Collections,Kit
Tesla's Unobtainables v3.4,_txsla,/tp @s 21.5 41 45.5 -180 0,,Collections,Kit
Tesla's Griefing Kit v3.4,_txsla,/tp @s 21.5 41 45.5 -180 0,,Collections,Kit
Tesla's ForceOp Kit v3.4,_txsla,/tp @s 21.5 41 45.5 -180 0,,Collections,Kit
Tesla's Spawners v3.4,_txsla,/tp @s 21.5 41 45.5 -180 0,,Collections,Kit
Tesla's Modified Box v3.5,_txsla,/tp @s 21.5 41 45.5 -180 0,,Collections,Kit
Tesla's Utility Box v3.5,_txsla,/tp @s 21.5 41 45.5 -180 0,,Collections,Kit
Tesla's Spells v3.5,_txsla,/tp @s 21.5 41 45.5 -180 0,,Collections,Kit
Tesla's Potions v3.5,_txsla,/tp @s 21.5 41 45.5 -180 0,,Collections,Kit
Tesla's Unobtainables v3.5,_txsla,/tp @s 21.5 41 45.5 -180 0,,Collections,Kit
Tesla's Griefing Kit v3.5,_txsla,/tp @s 21.5 41 45.5 -180 0,,Collections,Kit
Tesla's ForceOP Kit v3.5,_txsla,/tp @s 21.5 41 45.5 -180 0,,Collections,Kit
Tesla's Spawners v3.5,_txsla,/tp @s 21.5 41 45.5 -180 0,,Collections,Kit
Tesla's Modified Items Guide v3.5,_txsla,/tp @s 21.5 41 45.5 -180 0,,Collections,Book
Tesla's Modified Box v3.5.1,_txsla,/tp @s 21.5 41 45.5 -180 0,,Collections,Kit
Tesla's Utility Box v3.5.1,_txsla,/tp @s 21.5 41 45.5 -180 0,,Collections,Kit
Tesla's Spells v3.5.1,_txsla,/tp @s 21.5 41 45.5 -180 0,,Collections,Kit
Tesla's Potions v3.5.1,_txsla,/tp @s 21.5 41 45.5 -180 0,,Collections,Kit
Tesla's Unobtainables v3.5.1,_txsla,/tp @s 21.5 41 45.5 -180 0,,Collections,Kit
Tesla's Griefing Kit v3.5.1,_txsla,/tp @s 21.5 41 45.5 -180 0,,Collections,Kit
Tesla's ForceOP Kit v3.5.1,_txsla,/tp @s 21.5 41 45.5 -180 0,,Collections,Kit
Tesla's Spawners v3.5.1,_txsla,/tp @s 21.5 41 45.5 -180 0,,Collections,Kit
Tesla's Modified Items Guide v3.5.1,_txsla,/tp @s 21.5 41 45.5 -180 0,,Collections,Book
Tesla's Modified Box v3.5.2,_txsla,/tp @s 21.5 41 45.5 -180 0,,Collections,Kit
Tesla's Utility Box v3.5.2,_txsla,/tp @s 21.5 41 45.5 -180 0,,Collections,Kit
Tesla's Spells v3.5.2,_txsla,/tp @s 21.5 41 45.5 -180 0,,Collections,Kit
Tesla's Potions v3.5.2,_txsla,/tp @s 21.5 41 45.5 -180 0,,Collections,Kit
Tesla's Unobtainables v3.5.2,_txsla,/tp @s 21.5 41 45.5 -180 0,,Collections,Kit
Tesla's Griefing Kit v3.5.2,_txsla,/tp @s 21.5 41 45.5 -180 0,,Collections,Kit
Tesla's ForceOP Kit v3.5.2,_txsla,/tp @s 21.5 41 45.5 -180 0,,Collections,Kit
Tesla's Spawners v3.5.2,_txsla,/tp @s 21.5 41 45.5 -180 0,,Collections,Kit
Tesla's Modified Items Guide v3.5.2,_txsla,/tp @s 21.5 41 45.5 -180 0,,Collections,Book
Tesla's Modified Box v4.1.0,_txsla,/tp @s 21.5 41 45.5 -180 0,,Collections,Kit
Tesla's Utility Box v4.1.0,_txsla,/tp @s 21.5 41 45.5 -180 0,,Collections,Kit
Tesla's Spells v4.1.0,_txsla,/tp @s 21.5 41 45.5 -180 0,,Collections,Kit
Tesla's Potions v4.1.0,_txsla,/tp @s 21.5 41 45.5 -180 0,,Collections,Kit
Tesla's Unobtainables v4.1.0,_txsla,/tp @s 21.5 41 45.5 -180 0,,Collections,Kit
Tesla's Griefing Kit v4.1.0,_txsla,/tp @s 21.5 41 45.5 -180 0,,Collections,Kit
Tesla's ForceOP Kit v4.1.0,_txsla,/tp @s 21.5 41 45.5 -180 0,,Collections,Kit
Tesla's Spawners v4.1.0,_txsla,/tp @s 21.5 41 45.5 -180 0,,Collections,Kit
Guide Book v4.1.0,_txsla,/tp @s 21.5 41 45.5 -180 0,,Collections,Book
Tesla's Combat Kit v1.0,_txsla,/tp @s 21.5 41 45.5 -180 0,,Collections,Kit
Tesla's Crystal PVP Kit v1.0,_txsla,/tp @s 21.5 41 45.5 -180 0,,Collections,Kit
Tesla's CQ Combat Kit v1.0,_txsla,/tp @s 21.5 41 45.5 -180 0,,Collections,Kit
Tesla's Ranged Combat Kit v1.0,_txsla,/tp @s 21.5 41 45.5 -180 0,,Collections,Kit
Tesla's Pussy Combat Kit v1.0,_txsla,/tp @s 21.5 41 45.5 -180 0,,Collections,Kit
Tesla's Totems,_txsla,/tp @s 21.5 41 45.5 -180 0,,Collections,Kit
Tesla's Combat Kits v1.0,_txsla,/tp @s 21.5 41 45.5 -180 0,,Collections,Book
Tesla's Inconspicuous Kit,_txsla,/tp @s 21.5 41 45.5 -180 0,,Collections,Kit
Tesla's Wormhole,_txsla,/tp @s 21.5 41 45.5 -180 0,,Collections,Kit
BetterCrystalBoots Wormhole Addon,_txsla,/tp @s 21.5 41 45.5 -180 0,,Collections,Item
DisableForceop Wormhole Addon,_txsla,/tp @s 21.5 41 45.5 -180 0,,Collections,Item
WormholeArmor Wormhole Addon,_txsla,/tp @s 21.5 41 45.5 -180 0,,Collections,Item
Barrel (tesla's wormhole draft),_txsla,/tp @s 21.5 41 45.5 -180 0,,Collections,Kit
Tesla's Cargo Plane,_txsla,/tp @s 21.5 41 45.5 -180 0,,Collections,Item
Tesla's Light,_txsla,/tp @s 21.5 41 45.5 -180 0,,Collections,Item
The Essence Box,antigamesm12,/tp @s 20.5 49 -67.5 -180 0,,Misc. Non-Func.,Kit
Halloween Kit,"isabellepumpkin, antigamesm12",/tp @s 19.5 49 -67.5 -180 0,,Misc. Non-Func.,Kit
CODE RED,Despairingly,/tp @s -70.5 45 14.5 -270 0,,Melee Weapons,Item
Quark Cockenbollix Torturer,Quark,/tp @s -88.5 42 16.5 -90 0,,Ranged Weapons,Item
The Sword of Neptune,Helium,/tp @s -70.5 44 19.5 90 0,,Melee Weapons,Item
JSON.stringify((new Array(50000000)).fill(`cum`)),Unknown Author,/tp @s -70.5 44 18.5 90 0,,Melee Weapons,Item
Ducky Boots,"quack95, paiige1_",/tp @s -52.5 43 15.5 -90 0,,Armor,Item
Ducky Wings,quack95,/tp @s -76.5 42 -18.5 -180 0,,Misc. Func.,Item
Based Spatula,quack95,/tp @s -70.5 44 17.5 90 0,,Melee Weapons,Item
1.16 Sword,Kiraptor,/tp @s -70.5 44 16.5 90 0,,Melee Weapons,Item
Infinity Sword,Nacho4785,/tp @s -70.5 44 15.5 90 0,,Melee Weapons,Item
Ultimate Axe,PokeNationTNT,/tp @s -70.5 44 14.5 90 0,,Melee Weapons,Item
Real_Knife,Chara_,/tp @s -70.5 44 13.5 90 0,,Melee Weapons,Item
BROFIST STICK,Unknown Author,/tp @s 55.5 43 -18.5 180 0,,Lore,Item
Eraser,Unknown Author,/tp @s 56.5 43 -18.5 -180 0,,Lore,Item
Worldshaper,Unknown Author,/tp @s 57.5 43 -18.5 -180 0,,Lore,Item
Reality Editor,Unknown Author,/tp @s 58.5 43 -18.5 -180 0,,Lore,Item
Crossbow of an Astolfo Simp,Aquaotter_is_mid,/tp @s -88.5 42 17.5 -90 0,,Ranged Weapons,Item
?8AB>;5B 4M4?C;0,Unknown Author,/tp @s -88.5 42 18.5 -90 0,,Ranged Weapons,Item
Kismet Scythe,Team Kismet,/tp @s -70.5 43 19.5 90 0,,Melee Weapons,Item
Shdwo Stand,Yurni,/tp @s 58.5 41 19.5 0 0,,Misc. Non-Func.,Item
Shark's Collar,Yurni,/tp @s 59.5 41 19.5 0 0,,Misc. Non-Func.,Item
Ev's Collar,Yurni,/tp @s 53.5 41 19.5 0 35,,Misc. Non-Func.,Item
Heavenly's Collar,Yurni,/tp @s 54.5 41 19.5 0 35,,Misc. Non-Func.,Item
iIFrozenFireIi's Collar,Yurni,/tp @s 55.5 41 19.5 0 35,,Misc. Non-Func.,Item
Chaos Bank Member Ship,Unknown Author,/tp @s 56.5 41 19.5 0 35,,Misc. Non-Func.,Item
I Fucking Hate Speed,Yurni,/tp @s -77.5 42 -18.5 -180 0,,Misc. Func.,Item
Enderian Wings,Yurni,/tp @s -78.5 42 -18.5 -180 0,,Misc. Func.,Item
1.13 Update Elytra,_KermitDeFrog,/tp @s -79.5 42 -18.5 -180 0,,Misc. Func.,Item
Skilled Wings,Misc. Authors,/tp @s -80.5 42 -18.5 -180 0,,Misc. Func.,Item
iIFrozenFireIi's Sexy Wings,Yurni,/tp @s -81.5 42 -18.5 -90 0,,Misc. Func.,Item
INSTAKiller 3000,Unknown Author,/tp @s -53.5 43 -18.5 -180 0,,Potions,Item
doohmp it,"arna, rekaroo",/tp @s -54.5 43 -18.5 -90 0,,Potions,Item
Zarcana Juice,OperatorTheDope,/tp @s -55.5 43 -18.5 -180 0,,Potions,Item
[Frost Walker] Potion,ZaidOasis,/tp @s -56.5 43 -18.5 -180 0,,Potions,Item
-=Typhoid=-,Team Meltdown,/tp @s -57.5 43 -18.5 -180 0,,Potions,Item
Ritual of Immortality,OperatorTheDope,/tp @s -52.5 42 -18.5 -180 0,,Potions,Item
Retribution,Xx_Von_xX,/tp @s -53.5 42 -18.5 -180 0,,Potions,Item
Yurni's Boss Mob Potion,Yurni,/tp @s -54.5 42 -18.5 -180 0,,Potions,Item
jeb_ Potion,IMooshroomCow,/tp @s -55.5 42 -18.5 -180 0,,Potions,Item
Felix Felicis,Unknown Author,/tp @s -56.5 42 -18.5 -180 0,,Potions,Item
Shadow Potion,Unknown Author,/tp @s -57.5 42 -18.5 -180 0,,Potions,Item
Radiated Water,Unknown Author,/tp @s -58.5 42 -18.5 -180 0,,Potions,Item
Feed,Yurni,/tp @s -52.5 41 -18.5 -180 0,,Potions,Item
"AAE-04 ""Odyssey""",Krypandenej,/tp @s -53.5 41 -18.5 -180 0,,Potions,Item
Shibazon Lightning Energy Drink,OperatorTheDope,/tp @s -54.5 41 -18.5 -180 0,Archivist Pick,Potions,Item
Shibazon Lightning Slowdown Energy Drink,OperatorTheDope,/tp @s -55.5 41 -18.5 -180 0,Archivist Pick,Potions,Item
Gutter Oil,Alco_Rs11,/tp @s -56.5 41 -18.5 -180 0,,Potions,Item
Gutter Oil v2,Alco_Rs11,/tp @s -57.5 41 -18.5 -180 0,,Potions,Item
Buffer Overflow,Unknown Author,/tp @s -58.5 41 -18.5 -180 0,,Potions,Item
null,Unknown Author,/tp @s -52.5 41 -18.5 -180 35,,Potions,Item
αℓ¢= T<C σf ι8fι8 ιBT ¢αO∂ι 8αℓU,CorruptedChromium,/tp @s -53.5 41 -18.5 -180 35,,Potions,Item
Green Spark,Unknown Author,/tp @s -82.5 42 -18.5 -180 0,,Misc. Func.,Item
Da fIREwORKATRON 90000!!!,Unknown Author,/tp @s -76.5 41 -18.5 -180 0,,Misc. Func.,Item
Yurni's Curse,Yurni,/tp @s -77.5 41 -18.5 -180 0,,Misc. Func.,Item
DO NOT PLACE,Unknown Author,/tp @s -78.5 41 -18.5 -180 0,,Misc. Func.,Item
Northgun,Unknown Author,/tp @s -79.5 41 -18.5 -180 0,,Misc. Func.,Item
Southgun,Unknown Author,/tp @s -80.5 41 -18.5 -180 0,,Misc. Func.,Item
Eastgun,Unknown Author,/tp @s -81.5 41 -18.5 -180 0,,Misc. Func.,Item
Westgun,Unknown Author,/tp @s -82.5 41 -18.5 -180 0,,Misc. Func.,Item
North Korea,_KermitDeFrog,/tp @s -70.5 43 18.5 90 0,,Misc. Func.,Item
RAINBOW GUN WIP,Unknown Author,/tp @s -88.5 42 19.5 -90 0,,Ranged Weapons,Item
Bow Of The Fire God,Littleconnor1,/tp @s -88.5 41 13.5 -90 0,,Ranged Weapons,Item
A Better Alternative,Angeloid_,/tp @s -88.5 41 14.5 -90 0,,Ranged Weapons,Item
The Disolver,Unknown Author,/tp @s -88.5 41 15.5 -90 0,,Ranged Weapons,Item
Yurni's Catboy Cum Arrow,Yurni,/tp @s -88.5 41 16.5 -90 0,,Ranged Weapons,Item
Entity404 Arrow,Psjpoj,/tp @s -88.5 41 17.5 -90 0,,Ranged Weapons,Item
